"Estimate"	"Std..Error"	"t.value"	"Pr...t.."
"projectpandas:typeissue_post:author_groupnonmember"	0.051429237531244	0.00273962136612421	18.7723888297754	0.00000000000000000000000000000000000000000000000000000000000000000000000000000135097744756184
"projectscikit-image:typeissue_post:author_groupnonmember"	0.0789880175384153	0.00868915789505689	9.09041111836053	0.0000000000000000000990056094666802
"projectscikit-learn:typeissue_post:author_groupnonmember"	0.0976228827817479	0.00401661699059912	24.3047527335153	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020744810094413
"projectscipy:typeissue_post:author_groupnonmember"	0.0750621811421164	0.00490219534097355	15.3119522828336	0.0000000000000000000000000000000000000000000000000000653855727218883
"projectsphinx-gallery:typeissue_post:author_groupnonmember"	0.0749348303308975	0.0211236089666265	3.54744449441798	0.000389022752594594
"projectmatplotlib:typepr_post:author_groupnonmember"	0.0220061813512338	0.00508033231603504	4.33164210179238	0.0000148029726802279
"projectmayavi:typepr_post:author_groupnonmember"	0.021004460016968	0.0223672201058184	0.939073336677371	0.34769353958442
"projectnumpy:typepr_post:author_groupnonmember"	0.0140683504971516	0.0053913163199126	2.60944631373061	0.00906915350160865
"projectpandas:typepr_post:author_groupnonmember"	0.0187587820753037	0.00383594660171893	4.89026152420832	0.0000010073279618135
"projectscikit-image:typepr_post:author_groupnonmember"	0.0247470801230763	0.00822010985269556	3.0105534556769	0.00260784854385808
"projectscikit-learn:typepr_post:author_groupnonmember"	0.0232781963954702	0.00391829768187554	5.94089532889391	0.00000000283653270209428
"projectscipy:typepr_post:author_groupnonmember"	0.0288482181730271	0.00547551013638017	5.26859004083563	0.000000137531487849511
"projectsphinx-gallery:typepr_post:author_groupnonmember"	0.0210044600169131	0.0273941381118556	0.766750168636364	0.443230425737632
"projectmatplotlib:typeissue_reply:author_groupnonmember"	0.133497076832849	0.00246685762314333	54.1162471560656	0
"projectmayavi:typeissue_reply:author_groupnonmember"	0.161031459937299	0.007646943891176	21.0582766434467	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000211642872437745
"projectnumpy:typeissue_reply:author_groupnonmember"	0.124942696201009	0.00261842862514352	47.7166706020717	0
"projectpandas:typeissue_reply:author_groupnonmember"	0.134512053180566	0.00180762632473328	74.4136392240324	0
"projectscikit-image:typeissue_reply:author_groupnonmember"	0.124456593631814	0.00505667216630625	24.6123516689683	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111669966568075
"projectscikit-learn:typeissue_reply:author_groupnonmember"	0.123259895703506	0.00215027658985927	57.3228096723936	0
"projectscipy:typeissue_reply:author_groupnonmember"	0.129564310983779	0.00311054897768179	41.6531975266759	0
"projectsphinx-gallery:typeissue_reply:author_groupnonmember"	0.11499025639271	0.0124800420534979	9.2139318040583	0.0000000000000000000315536981050569
"projectmatplotlib:typepr_reply:author_groupnonmember"	0.124577208827522	0.00312215896413261	39.9009820635867	0
"projectmayavi:typepr_reply:author_groupnonmember"	0.13561575271825	0.0146745803570769	9.24154213737696	0.0000000000000000000243864464448702
"projectnumpy:typepr_reply:author_groupnonmember"	0.109289740891941	0.00307237396769967	35.5717572277724	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000842699069080791
"projectpandas:typepr_reply:author_groupnonmember"	0.140278519219628	0.00180852138131415	77.5653086930584	0
"projectscikit-image:typepr_reply:author_groupnonmember"	0.1678322987134	0.00398558020621386	42.1098786198643	0
"projectscikit-learn:typepr_reply:author_groupnonmember"	0.125975656679235	0.00198445419178423	63.4812621025884	0
"projectscipy:typepr_reply:author_groupnonmember"	0.131226038627623	0.0030201582103056	43.4500544308721	0
"projectsphinx-gallery:typepr_reply:author_groupnonmember"	0.0676810378324525	0.0129137205491179	5.2410176892883	0.000000159757013593216
