"Estimate"	"Std..Error"	"df"	"t.value"	"Pr...t.."
"projectmayavi:typeissue_reply:author_groupmember:year2013"	-0.0339638035387817	0.172007942853749	506231.405667089	-0.197454855719423	0.843471685102356
"projectnumpy:typeissue_reply:author_groupmember:year2013"	0.124468565355935	0.0112384801288172	452376.933430331	11.0752133677559	0.000000000000000000000000000166889479353593
"projectpandas:typeissue_reply:author_groupmember:year2013"	0.148426769921551	0.00635306807404782	121114.239005052	23.3630063760644	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000188097776170359
"projectscikit-image:typeissue_reply:author_groupmember:year2013"	0.148007048820466	0.0212838103866855	501182.538422257	6.95397328445734	0.00000000000355570368357178
"projectscikit-learn:typeissue_reply:author_groupmember:year2013"	0.176875726967375	0.0092619516211476	307171.931961762	19.0970255732624	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000029799529586478
"projectscipy:typeissue_reply:author_groupmember:year2013"	0.132516020788234	0.0120542993734899	466923.857698926	10.9932578146902	0.000000000000000000000000000415074478617351
"projectmatplotlib:typepr_reply:author_groupmember:year2013"	0.190095039795734	0.00972718853486315	297360.701770097	19.5426498740531	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000538880148893169
"projectmayavi:typepr_reply:author_groupmember:year2013"	0.0676236964612183	0.150052945000716	507620.837436939	0.450665573147503	0.652230790826488
"projectnumpy:typepr_reply:author_groupmember:year2013"	0.228358158701984	0.00922680469219478	359442.214913199	24.7494302003768	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000408423074867242
"projectpandas:typepr_reply:author_groupmember:year2013"	0.171204248037686	0.0065495229569287	132632.247146699	26.1399569348131	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000308943319951926
"projectscikit-image:typepr_reply:author_groupmember:year2013"	0.251447519627312	0.0125585110788717	329549.069462019	20.0220804877374	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000039969709310137
"projectscikit-learn:typepr_reply:author_groupmember:year2013"	0.257222129918567	0.00724286626523799	163943.466043933	35.5138588093364	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000336852001178083
"projectscipy:typepr_reply:author_groupmember:year2013"	0.272020950490002	0.00969139122795797	386497.467478909	28.0683076445484	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000356985103895478
"projectmatplotlib:typeissue_post:author_groupnonmember:year2013"	0.0907501002588129	0.0251645518566199	349158.99821984	3.60626729122297	0.000310676442940374
"projectmayavi:typeissue_post:author_groupnonmember:year2013"	0.245464823348523	0.0837197043627216	369854.117340785	2.93198387663947	0.00336824858443028
"projectnumpy:typeissue_post:author_groupnonmember:year2013"	-0.00395386186554154	0.0240711358541183	409355.761081206	-0.164257386502393	0.869528607728403
"projectpandas:typeissue_post:author_groupnonmember:year2013"	0.0646141496881837	0.0172805167659194	271080.27395017	3.7391329532237	0.000184693997510759
"projectscikit-image:typeissue_post:author_groupnonmember:year2013"	0.0186594865635807	0.0607304205194422	415442.989952518	0.307251067981771	0.758652431483798
"projectscikit-learn:typeissue_post:author_groupnonmember:year2013"	0.0615584575148624	0.0278288333865152	302384.944440086	2.21203873909753	0.0269647329617662
