"t_stats" "p_value"
"issue_reply:member:pandasTRUE:year2013-issue_reply:member:pandasFALSE:year2013" 0.274195630096619 0.78393428615905
"pr_reply:member:pandasTRUE:year2013-pr_reply:member:pandasFALSE:year2013" -8.06459436225433 6.66133814775094e-16
"issue_post:nonmember:pandasTRUE:year2013-issue_post:nonmember:pandasFALSE:year2013" 0.51265336649775 0.608193815687898
"pr_post:nonmember:pandasTRUE:year2013-pr_post:nonmember:pandasFALSE:year2013" -0.708754228302149 0.478477006385707
"issue_reply:nonmember:pandasTRUE:year2013-issue_reply:nonmember:pandasFALSE:year2013" 5.22280986629781 1.7622831460784e-07
"pr_reply:nonmember:pandasTRUE:year2013-pr_reply:nonmember:pandasFALSE:year2013" -1.1147505874185 0.264957316365099
"issue_post:member:pandasTRUE:year2014-issue_post:member:pandasFALSE:year2014" 3.11572315329339 0.00183494453430977
"pr_post:member:pandasTRUE:year2014-pr_post:member:pandasFALSE:year2014" -0.319785664025485 0.749130815878672
"issue_reply:member:pandasTRUE:year2014-issue_reply:member:pandasFALSE:year2014" 2.78648409545098 0.00532832327435862
"pr_reply:member:pandasTRUE:year2014-pr_reply:member:pandasFALSE:year2014" -1.61188177209269 0.106987669429711
"issue_post:nonmember:pandasTRUE:year2014-issue_post:nonmember:pandasFALSE:year2014" 0.65112906536387 0.514963175510527
"pr_post:nonmember:pandasTRUE:year2014-pr_post:nonmember:pandasFALSE:year2014" -2.06392742326725 0.0390245981865622
"issue_reply:nonmember:pandasTRUE:year2014-issue_reply:nonmember:pandasFALSE:year2014" 4.58601052437767 4.51795836764468e-06
"pr_reply:nonmember:pandasTRUE:year2014-pr_reply:nonmember:pandasFALSE:year2014" -2.26319219483229 0.0236238441632972
"issue_post:member:pandasTRUE:year2015-issue_post:member:pandasFALSE:year2015" 0.137377273044765 0.890732594198954
"pr_post:member:pandasTRUE:year2015-pr_post:member:pandasFALSE:year2015" -2.28244448443764 0.0224631115475167
"issue_reply:member:pandasTRUE:year2015-issue_reply:member:pandasFALSE:year2015" 0.155967578043432 0.876058577398098
"pr_reply:member:pandasTRUE:year2015-pr_reply:member:pandasFALSE:year2015" 1.00442529711127 0.315173661725295
"issue_post:nonmember:pandasTRUE:year2015-issue_post:nonmember:pandasFALSE:year2015" -0.584618092488989 0.558804539548985
"pr_post:nonmember:pandasTRUE:year2015-pr_post:nonmember:pandasFALSE:year2015" -0.547103952992803 0.584307316652151
"issue_reply:nonmember:pandasTRUE:year2015-issue_reply:nonmember:pandasFALSE:year2015" 1.08518500405859 0.277839724586354
"pr_reply:nonmember:pandasTRUE:year2015-pr_reply:nonmember:pandasFALSE:year2015" -1.16820414624702 0.242724428427104
"issue_post:member:pandasTRUE:year2016-issue_post:member:pandasFALSE:year2016" 2.69680857138235 0.00700075023311397
"pr_post:member:pandasTRUE:year2016-pr_post:member:pandasFALSE:year2016" -2.64908024546926 0.00807111648861958
"issue_reply:member:pandasTRUE:year2016-issue_reply:member:pandasFALSE:year2016" -1.15801890938386 0.246856319813056
"pr_reply:member:pandasTRUE:year2016-pr_reply:member:pandasFALSE:year2016" -1.49968819565034 0.133695189726655
"issue_post:nonmember:pandasTRUE:year2016-issue_post:nonmember:pandasFALSE:year2016" 4.02663730918124 5.65802043239749e-05
"pr_post:nonmember:pandasTRUE:year2016-pr_post:nonmember:pandasFALSE:year2016" -3.01889260372697 0.00253700448386063
"issue_reply:nonmember:pandasTRUE:year2016-issue_reply:nonmember:pandasFALSE:year2016" 0.041908095303283 0.966571962950382
"pr_reply:nonmember:pandasTRUE:year2016-pr_reply:nonmember:pandasFALSE:year2016" -2.93657410420961 0.00331859521228961
"issue_post:member:pandasTRUE:year2017-issue_post:member:pandasFALSE:year2017" 3.43637546680959 0.000589553316979075
"pr_post:member:pandasTRUE:year2017-pr_post:member:pandasFALSE:year2017" -1.33629714019769 0.181452170891749
"issue_reply:member:pandasTRUE:year2017-issue_reply:member:pandasFALSE:year2017" 3.26507084917461 0.0010943669952117
"pr_reply:member:pandasTRUE:year2017-pr_reply:member:pandasFALSE:year2017" -1.08127158320586 0.279576324067424
"issue_post:nonmember:pandasTRUE:year2017-issue_post:nonmember:pandasFALSE:year2017" 3.56275662585988 0.000366980872376299
"pr_post:nonmember:pandasTRUE:year2017-pr_post:nonmember:pandasFALSE:year2017" -2.687393231908 0.00720121200968227
"issue_reply:nonmember:pandasTRUE:year2017-issue_reply:nonmember:pandasFALSE:year2017" 0.1580319979452 0.874431584805956
"pr_reply:nonmember:pandasTRUE:year2017-pr_reply:nonmember:pandasFALSE:year2017" -1.64400282720892 0.100175618386507
"issue_post:member:pandasTRUE:year2018-issue_post:member:pandasFALSE:year2018" 3.91557583059088 9.01886912727523e-05
"pr_post:member:pandasTRUE:year2018-pr_post:member:pandasFALSE:year2018" -0.997650081276426 0.318449067124787
"issue_reply:member:pandasTRUE:year2018-issue_reply:member:pandasFALSE:year2018" 1.96952874128458 0.0488924054569237
"pr_reply:member:pandasTRUE:year2018-pr_reply:member:pandasFALSE:year2018" -1.14569986155338 0.251919361164454
"issue_post:nonmember:pandasTRUE:year2018-issue_post:nonmember:pandasFALSE:year2018" 3.33927343111745 0.000839978401616204
"pr_post:nonmember:pandasTRUE:year2018-pr_post:nonmember:pandasFALSE:year2018" 4.6837786660731 2.81634119025931e-06
"issue_reply:nonmember:pandasTRUE:year2018-issue_reply:nonmember:pandasFALSE:year2018" -1.50235347477434 0.133005845111951
"pr_reply:nonmember:pandasTRUE:year2018-pr_reply:nonmember:pandasFALSE:year2018" -7.9949188441674 1.33226762955019e-15
